"Gemeinde_Nr","Gemeinde_Name","Tierversuche_Ja_Anteil","Tierversuche_Nein_Anteil","Tierversuche_Text","Tabakwerbung_Ja_Anteil","Tabakwerbung_Nein_Anteil","Tabakwerbung_Text","Stempelabgaben_Ja_Anteil","Stempelabgaben_Nein_Anteil","Stempelabgaben_Text","Medien_Ja_Anteil","Medien_Nein_Anteil","Medien_Text"
6054,"Binn VS",7.3,92.7,"Nein zum Tier- und Menschenversuchsverbot in Binn. Mit 38 Nein- zu 3 Ja-Stimmen haben die Stimmberechtigten die Volksinitiative verworfen. Damit hat in Binn die Ablehnung eines Verbots im Vergleich zur letzten Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" noch einmal zugenommen. Damals betrug der Nein-Stimmen-Anteil 71,1 Prozent.",53.7,46.3,"Mit 22 Ja- zu 19 Nein-Stimmen hat Binn das Volksbegehren ""Kinder und Jugendliche ohne Tabakwerbung"" angenommen. Damit hat in Binn seit der Abstimmung vom 13. Juni ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 71,2 Prozent ein Verbot der Tabakwerbung abgelehnt.",51.2,48.8,"Ja zum Bundesgesetz über die Stempelabgaben in Binn. Mit 21 Ja- zu 20 Nein-Stimmen ist Vorlage angenommen worden.",56.1,43.9,"Mit 23 Ja- zu 18 Nein-Stimmen hat Binn das Massnahmenpaket zugunsten der Medien angenommen."
6056,"Ernen VS",21.2,78.8,"Nein zur Volksinitiative ""Tier- und Menschenversuchsverbot"" in Ernen. Die Gemeinde hat das Volksbegehren mit 78,8 Prozent abgelehnt. Damit hat in Ernen die Ablehnung eines Verbots im Vergleich zur letzten Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" noch einmal zugenommen. Damals betrug der Nein-Stimmen-Anteil 52,8 Prozent.",41.6,58.4,"Nein zum Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" in Ernen. Die Gemeinde hat das Volksbegehren mit 58,4 Prozent abgelehnt. Damit sind in Ernen im Vergleich zur letzten Abstimmung vom 28. November 1993 über die Initiative ""zur Verminderung der Tabakprobleme"" weniger Stimmberechtigte gegen ein Verbot von Tabakwerbung. Damals betrug der Nein-Stimmen-Anteil 73,9 Prozent.",36.2,63.8,"63,8 Prozent der Stimmbürgerinnen und Stimmbürger von Ernen haben sich gegen das Bundesgesetz über die Stempelabgaben ausgesprochen.",32.9,67.1,"Nein zum Massnahmenpaket zugunsten der Medien in Ernen. Die Gemeinde hat die Vorlage mit 67,1 Prozent abgelehnt."
6057,"Fiesch VS",15.4,84.6,"Nein zur Volksinitiative ""Tier- und Menschenversuchsverbot"" in Fiesch. Die Gemeinde hat das Volksbegehren mit 84,6 Prozent abgelehnt. Damit hat in Fiesch die Ablehnung eines Verbots im Vergleich zur letzten Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" noch einmal zugenommen. Damals betrug der Nein-Stimmen-Anteil 65,9 Prozent.",47.1,52.9,"Nein zum Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" in Fiesch. Die Gemeinde hat das Volksbegehren mit 52,9 Prozent abgelehnt. Damit sind in Fiesch im Vergleich zur letzten Abstimmung vom 28. November 1993 über die Initiative ""zur Verminderung der Tabakprobleme"" weniger Stimmberechtigte gegen ein Verbot von Tabakwerbung. Damals betrug der Nein-Stimmen-Anteil 80,8 Prozent.",34,66,"66 Prozent der Stimmbürgerinnen und Stimmbürger von Fiesch haben sich gegen das Bundesgesetz über die Stempelabgaben ausgesprochen.",38.4,61.6,"Nein zum Massnahmenpaket zugunsten der Medien in Fiesch. Die Gemeinde hat die Vorlage mit 61,6 Prozent abgelehnt."
6058,"Fieschertal VS",9,91,"Fieschertal hat die Volksinitiative ""Tier- und Menschenversuchsverbot"" mit 91 Prozent abgelehnt. Damit hat in Fieschertal die Ablehnung eines Verbots im Vergleich zur letzten Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" noch einmal zugenommen. Damals betrug der Nein-Stimmen-Anteil 78,3 Prozent.",31.8,68.2,"Fieschertal hat die Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" mit 68,2 Prozent abgelehnt. Damit sind in Fieschertal im Vergleich zur letzten Abstimmung vom 28. November 1993 über die Initiative ""zur Verminderung der Tabakprobleme"" weniger Stimmberechtigte gegen ein Verbot von Tabakwerbung. Damals betrug der Nein-Stimmen-Anteil 77,3 Prozent.",44.5,55.5,"Fieschertal hat das Bundesgesetz über die Stempelabgaben mit 55,5 Prozent Nein-Stimmen verworfen.",23.6,76.4,"Fieschertal hat das Massnahmenpaket zugunsten der Medien mit 76,4 Prozent abgelehnt."
6061,"Lax VS",10.9,89.1,"89,1 Prozent der Stimmbürgerinnen und Stimmbürger von Lax sagen Nein zur Volksinitiative ""Tier- und Menschenversuchsverbot"". Damit hat in Lax die Ablehnung eines Verbots im Vergleich zur letzten Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" noch einmal zugenommen. Damals betrug der Nein-Stimmen-Anteil 58,8 Prozent.",54.1,45.9,"Ja zur Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" in Lax: Mit 54,1 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren angenommen. Damit hat in Lax seit der Abstimmung vom 13. Juni ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 78,8 Prozent ein Verbot der Tabakwerbung abgelehnt.",32.7,67.3,"67,3 der Stimmbürgerinnen und Stimmbürger von Lax haben das Bundesgesetz über die Stempelabgaben abgelehnt.",34,66,"66 Prozent der Stimmbürgerinnen und Stimmbürger von Lax sagen Nein zum Massnahmenpaket zugunsten der Medien."
6076,"Obergoms VS",16.9,83.1,"In Obergoms hat die Volksinitiative ""Tier- und Menschenversuchsverbot"" keine Mehrheit gefunden. Auf 83,1 Prozent der abgegebenen Stimmzettel stand ein Nein. Wegen der Veränderung der Gemeindestruktur ist ein Vergleich mit der Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" in Obergoms nicht möglich.",47.7,52.3,"In Obergoms hat die Initiative  ""Kinder und Jugendliche ohne Tabakwerbung"" keine Mehrheit gefunden. Auf 52,3 Prozent der abgegebenen Stimmzettel stand ein Nein. Wegen der Veränderung der Gemeindestruktur ist ein Vergleich mit der Abstimmung vom 28. November 1993 über die Initiative ""zur Verminderung der Tabakprobleme"" in Obergoms nicht möglich.",48.4,51.6,"Obergoms ist gegen das Bundesgesetz über die Stempelabgaben: Die Gemeinde hat die Vorlage mit 51,6 Prozent Nein verworfen.",43.5,56.5,"In Obergoms hat das Massnahmenpaket zugunsten der Medien keine Mehrheit gefunden. Auf 56,5 Prozent der abgegebenen Stimmzettel stand ein Nein."
6077,"Goms VS",15.2,84.8,"84,8 Prozent der Stimmbürgerinnen und Stimmbürger von Goms sagen Nein zur Volksinitiative ""Tier- und Menschenversuchsverbot"". Wegen der Veränderung der Gemeindestruktur ist ein Vergleich mit der Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" in Goms nicht möglich.",38.9,61.1,"61,1 Prozent der Stimmbürgerinnen und Stimmbürger von Goms sagen Nein zur Initiative ""Kinder und Jugendliche ohne Tabakwerbung"". Wegen der Veränderung der Gemeindestruktur ist ein Vergleich mit der Abstimmung vom 28. November 1993 über die Initiative ""zur Verminderung der Tabakprobleme"" in Goms nicht möglich.",42.2,57.8,"57,8 der Stimmbürgerinnen und Stimmbürger von Goms haben das Bundesgesetz über die Stempelabgaben abgelehnt.",34.4,65.6,"65,6 Prozent der Stimmbürgerinnen und Stimmbürger von Goms sagen Nein zum Massnahmenpaket zugunsten der Medien."
6082,"Ayent VS",21.4,78.6,"In Ayent hat die Stimmbevölkerung das Tier- und Menschenversuchsverbot abgelehnt. Das Volksbegehren wurde mit einem Nein-Stimmen-Anteil von 78,6 Prozent verworfen. Damit hat in Ayent die Ablehnung eines Verbots im Vergleich zur letzten Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" noch einmal zugenommen. Damals betrug der Nein-Stimmen-Anteil 75,6 Prozent.",64.8,35.2,"In Ayent hat die Stimmbevölkerung der Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" zugestimmt. Sie wurde mit einem Ja-Stimmen-Anteil von 64,8 Prozent angenommen. Damit hat in Ayent seit der Abstimmung vom 13. Juni ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 89,4 Prozent ein Verbot der Tabakwerbung abgelehnt.",35.8,64.2,"Mit 841 Nein zu 469 Ja haben die Stimmbürgerinnen und Stimmbürger von Ayent das Bundesgesetz über die Stempelabgaben abgelehnt. Das sind 64,2 Prozent.",53,47,"In Ayent hat die Stimmbevölkerung dem Massnahmenpaket zugunsten der Medien zugestimmt. Sie wurde mit einem Ja-Stimmen-Anteil von 53 Prozent angenommen."
6083,"Evolène VS",12.8,87.2,"Nein zum Tier- und Menschenversuchsverbot in Evolène: Mit 498 Nein- zu 73 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 87,2 Prozent. Damit sind in Evolène im Vergleich zur letzten Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" weniger Stimmberechtigte gegen ein Verbot. Damals betrug der Nein-Stimmen-Anteil 91,2 Prozent.",56.7,43.3,"56,7 Prozent der Stimmbürgerinnen und Stimmbürger von Evolène haben die Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" angenommen. Damit hat in Evolène seit der Abstimmung vom 13. Juni ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 89,1 Prozent ein Verbot der Tabakwerbung abgelehnt.",37.2,62.8,"In Evolène hat das Bundesgesetz über die Stempelabgaben keine Mehrheit gefunden: 62,8 Prozent haben die Vorlage abgelehnt.",50.8,49.2,"50,8 Prozent der Stimmbürgerinnen und Stimmbürger von Evolène haben das Massnahmenpaket zugunsten der Medien angenommen."
6084,"Hérémence VS",16.9,83.1,"83,1 Prozent der Stimmbürgerinnen und Stimmbürger von Hérémence sagen Nein zur Volksinitiative ""Tier- und Menschenversuchsverbot"". Damit sind in Hérémence im Vergleich zur letzten Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" weniger Stimmberechtigte gegen ein Verbot. Damals betrug der Nein-Stimmen-Anteil 88,2 Prozent.",54.5,45.5,"Ja zur Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" in Hérémence: Mit 54,5 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren angenommen. Damit hat in Hérémence seit der Abstimmung vom 13. Juni ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 92,2 Prozent ein Verbot der Tabakwerbung abgelehnt.",48.2,51.8,"51,8 der Stimmbürgerinnen und Stimmbürger von Hérémence haben das Bundesgesetz über die Stempelabgaben abgelehnt.",49.4,50.6,"50,6 Prozent der Stimmbürgerinnen und Stimmbürger von Hérémence sagen Nein zum Massnahmenpaket zugunsten der Medien."
6087,"Saint-Martin VS",13,87,"87 Prozent der Stimmbürgerinnen und Stimmbürger von Saint-Martin VS sagen Nein zur Volksinitiative ""Tier- und Menschenversuchsverbot"". Damit sind in Saint-Martin VS im Vergleich zur letzten Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" weniger Stimmberechtigte gegen ein Verbot. Damals betrug der Nein-Stimmen-Anteil 91,9 Prozent.",59,41,"Ja zur Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" in Saint-Martin VS: Mit 59 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren angenommen. Damit hat in Saint-Martin VS seit der Abstimmung vom 13. Juni ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 90,3 Prozent ein Verbot der Tabakwerbung abgelehnt.",51.5,48.5,"Mit 175 Ja zu 165 Nein hat sich Saint-Martin VS für das Bundesgesetz über die Stempelabgaben ausgesprochen. Das entspricht einem Ja-Stimmen-Anteil von 51,5 Prozent.",59.5,40.5,"Ja zum Massnahmenpaket zugunsten der Medien in Saint-Martin VS: Mit 59,5 Prozent haben die Stimmbürgerinnen und Stimmbürger die Vorlage angenommen."
6089,"Vex VS",18.5,81.5,"81,5 Prozent der Stimmbürgerinnen und Stimmbürger von Vex sagen Nein zur Volksinitiative ""Tier- und Menschenversuchsverbot"". Damit ist in Vex die Ablehnung im Vergleich zur letzten Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" ungefähr gleich geblieten.",60.9,39.1,"Ja zur Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" in Vex: Mit 60,9 Prozent haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren angenommen. Damit hat in Vex seit der Abstimmung vom 13. Juni ein Meinungsumschwung stattgefunden: Damals hatte noch eine Mehrheit von 88,6 Prozent ein Verbot der Tabakwerbung abgelehnt.",44,56,"56 der Stimmbürgerinnen und Stimmbürger von Vex haben das Bundesgesetz über die Stempelabgaben abgelehnt.",54.6,45.4,"Ja zum Massnahmenpaket zugunsten der Medien in Vex: Mit 54,6 Prozent haben die Stimmbürgerinnen und Stimmbürger die Vorlage angenommen."
6090,"Mont-Noble VS",21.1,78.9,"In Mont-Noble hat die Volksinitiative ""Tier- und Menschenversuchsverbot"" keine Mehrheit gefunden. Auf 78,9 Prozent der abgegebenen Stimmzettel stand ein Nein. Wegen der Veränderung der Gemeindestruktur ist ein Vergleich mit der Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" in Mont-Noble nicht möglich.",67.5,32.5,"Die Gemeinde Mont-Noble hat die Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" mit 67,5 Prozent Ja-Stimmen angenommen. Wegen der Veränderung der Gemeindestruktur ist ein Vergleich mit der Abstimmung vom 28. November 1993 über die Initiative ""zur Verminderung der Tabakprobleme"" in Mont-Noble nicht möglich.",35.4,64.6,"Mont-Noble ist gegen das Bundesgesetz über die Stempelabgaben: Die Gemeinde hat die Vorlage mit 64,6 Prozent Nein verworfen.",54.3,45.7,"Die Gemeinde Mont-Noble hat das Massnahmenpaket zugunsten der Medien mit 54,3 Prozent Ja-Stimmen angenommen."
6101,"Agarn VS",13.3,86.7,"Agarn hat die Volksinitiative ""Tier- und Menschenversuchsverbot"" mit 86,7 Prozent abgelehnt. Damit hat in Agarn die Ablehnung eines Verbots im Vergleich zur letzten Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" noch einmal zugenommen. Damals betrug der Nein-Stimmen-Anteil 68,1 Prozent.",40.8,59.2,"Agarn hat die Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" mit 59,2 Prozent abgelehnt. Damit sind in Agarn im Vergleich zur letzten Abstimmung vom 28. November 1993 über die Initiative ""zur Verminderung der Tabakprobleme"" weniger Stimmberechtigte gegen ein Verbot von Tabakwerbung. Damals betrug der Nein-Stimmen-Anteil 86,6 Prozent.",40.8,59.2,"Agarn hat das Bundesgesetz über die Stempelabgaben mit 59,2 Prozent Nein-Stimmen verworfen.",41.6,58.4,"Agarn hat das Massnahmenpaket zugunsten der Medien mit 58,4 Prozent abgelehnt."
6102,"Albinen VS",20.7,79.3,"Nein zum Tier- und Menschenversuchsverbot in Albinen. Mit 69 Nein- zu 18 Ja-Stimmen haben die Stimmberechtigten die Volksinitiative verworfen. Damit hat in Albinen die Ablehnung eines Verbots im Vergleich zur letzten Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" noch einmal zugenommen. Damals betrug der Nein-Stimmen-Anteil 73,1 Prozent.",40.9,59.1,"Nein zur Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" in Albinen. Mit 52 Nein- zu 36 Ja-Stimmen haben die Stimmberechtigten die Volksinitiative verworfen. Damit sind in Albinen im Vergleich zur letzten Abstimmung vom 28. November 1993 über die Initiative ""zur Verminderung der Tabakprobleme"" weniger Stimmberechtigte gegen ein Verbot von Tabakwerbung. Damals betrug der Nein-Stimmen-Anteil 78,8 Prozent.",25.6,74.4,"Albinen hat das Bundesgesetz über die Stempelabgaben mit 64 Nein- zu 22 Ja-Stimmen abgelehnt.",35.6,64.4,"Nein zum Massnahmenpaket zugunsten der Medien in Albinen. Mit 56 Nein- zu 31 Ja-Stimmen haben die Stimmberechtigten die Vorlage verworfen."
6104,"Ergisch VS",15.7,84.3,"Ergisch hat die Volksinitiative ""Tier- und Menschenversuchsverbot"" mit 84,3 Prozent abgelehnt. Damit hat in Ergisch die Ablehnung eines Verbots im Vergleich zur letzten Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" noch einmal zugenommen. Damals betrug der Nein-Stimmen-Anteil 82,1 Prozent.",45.1,54.9,"Ergisch hat die Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" mit 54,9 Prozent abgelehnt. Damit sind in Ergisch im Vergleich zur letzten Abstimmung vom 28. November 1993 über die Initiative ""zur Verminderung der Tabakprobleme"" weniger Stimmberechtigte gegen ein Verbot von Tabakwerbung. Damals betrug der Nein-Stimmen-Anteil 83,1 Prozent.",35.3,64.7,"Ergisch hat das Bundesgesetz über die Stempelabgaben mit 64,7 Prozent Nein-Stimmen verworfen.",28.4,71.6,"Ergisch hat das Massnahmenpaket zugunsten der Medien mit 71,6 Prozent abgelehnt."
6109,"Inden VS",8.8,91.2,"Nein zum Tier- und Menschenversuchsverbot in Inden. Mit 31 Nein- zu 3 Ja-Stimmen haben die Stimmberechtigten die Volksinitiative verworfen. Damit hat in Inden die Ablehnung eines Verbots im Vergleich zur letzten Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" noch einmal zugenommen. Damals betrug der Nein-Stimmen-Anteil 55,2 Prozent.",50,50,"Unentschieden in Inden: Mit je 17 Stimmen halten sich die Befürworter und Gegner der Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" genau die Waage.",24.2,75.8,"Inden hat das Bundesgesetz über die Stempelabgaben mit 25 Nein- zu 8 Ja-Stimmen abgelehnt.",44.1,55.9,"Nein zum Massnahmenpaket zugunsten der Medien in Inden. Mit 19 Nein- zu 15 Ja-Stimmen haben die Stimmberechtigten die Vorlage verworfen."
6110,"Leuk VS",15.1,84.9,"Nein zum Tier- und Menschenversuchsverbot in Leuk: Mit 1'093 Nein- zu 194 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 84,9 Prozent. Damit hat in Leuk die Ablehnung eines Verbots im Vergleich zur letzten Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" noch einmal zugenommen. Damals betrug der Nein-Stimmen-Anteil 70,7 Prozent.",42.6,57.4,"Nein zur Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" in Leuk: Mit 741 Nein- zu 549 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger das Volksbegehren abgelehnt. Das sind 57,4 Prozent. Damit sind in Leuk im Vergleich zur letzten Abstimmung vom 28. November 1993 über die Initiative ""zur Verminderung der Tabakprobleme"" weniger Stimmberechtigte gegen ein Verbot von Tabakwerbung. Damals betrug der Nein-Stimmen-Anteil 84,2 Prozent.",33,67,"In Leuk hat das Bundesgesetz über die Stempelabgaben keine Mehrheit gefunden: 67 Prozent haben die Vorlage abgelehnt.",33.1,66.9,"Nein zum Massnahmenpaket zugunsten der Medien in Leuk: Mit 860 Nein- zu 425 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger die Vorlage abgelehnt. Das sind 66,9 Prozent."
6111,"Leukerbad VS",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt.",0,0,"Die Resultate dieser Gemeinde sind noch nicht bekannt."
6112,"Oberems VS",25.7,74.3,"Nein zum Tier- und Menschenversuchsverbot in Oberems. Mit 26 Nein- zu 9 Ja-Stimmen haben die Stimmberechtigten die Volksinitiative verworfen. Damit hat in Oberems die Ablehnung eines Verbots im Vergleich zur letzten Abstimmung vom 16. Februar 1992 über die Initiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch)"" noch einmal zugenommen. Damals betrug der Nein-Stimmen-Anteil 56 Prozent.",48.6,51.4,"Nein zur Initiative ""Kinder und Jugendliche ohne Tabakwerbung"" in Oberems. Mit 18 Nein- zu 17 Ja-Stimmen haben die Stimmberechtigten die Volksinitiative verworfen. Damit sind in Oberems im Vergleich zur letzten Abstimmung vom 28. November 1993 über die Initiative ""zur Verminderung der Tabakprobleme"" weniger Stimmberechtigte gegen ein Verbot von Tabakwerbung. Damals betrug der Nein-Stimmen-Anteil 90,2 Prozent.",30.6,69.4,"Oberems hat das Bundesgesetz über die Stempelabgaben mit 25 Nein- zu 11 Ja-Stimmen abgelehnt.",25.7,74.3,"Nein zum Massnahmenpaket zugunsten der Medien in Oberems. Mit 26 Nein- zu 9 Ja-Stimmen haben die Stimmberechtigten die Vorlage verworfen."
